title,loan_status,title
ADS Cr Card Ln,Fully Paid,1
ADS Loan,Fully Paid,1
ADrew,Fully Paid,1
AFDLoan,Fully Paid,1
AFLoan2011,Fully Paid,1
AHI Funds,Charged Off,1
AJ Fixed Loan,Fully Paid,1
AJM LOAN,Fully Paid,1
AK's Debt Consolidation Loan,Fully Paid,1
AL LOAN,Fully Paid,1
ALB Loan,Fully Paid,1
ALFA,Fully Paid,1
ALL IN 1 PSLP,Fully Paid,1
ALL IN ONE-FREEEEE,Fully Paid,1
ALLTHATNFANCYTOO,Fully Paid,1
ALMOST FREE,Charged Off,1
ALPHA ZEBRA 150,Charged Off,1
ALWAYS ON TIME,Fully Paid,1
ALWAYS PAYS ON-TIME,Fully Paid,1
AMEX,Fully Paid,4
AMEX & Discover,Fully Paid,1
"AMEX CC rate reduction loan, currently charged 15.25%(was 7.99%)",Fully Paid,1
AMEX Consolidation,Fully Paid,2
AMEX Payoff,Fully Paid,1
AMEX Repay Loan,Fully Paid,1
AMEX and CitiBank,Fully Paid,1
AMEX payment,Fully Paid,1
AMEX/CITI CARD DEBT,Fully Paid,1
AMK,Fully Paid,1
ANGELA,Fully Paid,1
ANGRY!! Perfect credit card payment history yet my rates are now astronomical!,Fully Paid,1
ANGTAN4EVER,Fully Paid,1
AP AMEX Refinance Loan,Fully Paid,1
AP Personal Loan,Fully Paid,1
APARTMENT,Fully Paid,1
APR reduction - Total debt reduction,Fully Paid,1
APR reduction loan,Fully Paid,1
APinkDoor,Fully Paid,1
ARCHERY,Charged Off,1
ARK,Fully Paid,1
ASAP,Fully Paid,1
ASHLOAN,Fully Paid,1
AT&T,Fully Paid,1
AT&T Universal Card Refinance,Fully Paid,1
AT+T,Fully Paid,1
ATD Loan,Fully Paid,1
ATV,Charged Off,1
ATV,Fully Paid,8
ATV Loan,Charged Off,1
ATV Loan,Fully Paid,6
ATV for x-mas,Fully Paid,1
ATV laon,Fully Paid,1
ATV loan,Fully Paid,2
AUTO,Charged Off,3
AUTO,Fully Paid,1
AUTO LOAN,Fully Paid,2
AUTO LOAN 04 SANTA FE,Fully Paid,1
AV Loan,Fully Paid,1
AWELLS62,Fully Paid,1
AYUDA,Charged Off,1
Aaron Personal Loan,Fully Paid,1
Aaron and Allison,Fully Paid,1
Aaron's Car,Fully Paid,1
Aaron's Personal Loan,Fully Paid,1
Aaron's car loan,Fully Paid,1
Abels Loan,Fully Paid,1
Ables Debt Consolidation,Fully Paid,1
Abode Inventory,Fully Paid,1
Above Ground Pool,Fully Paid,2
Aboveground Pool,Fully Paid,1
Absolutely Amazing Credit,Fully Paid,1
Ac &floor,Fully Paid,1
Accelerated Credit Card Consolidation ,Fully Paid,1
Accord Loan,Fully Paid,1
Accountant looking to consolidate debt,Fully Paid,1
Accountant wanting to live by her teachings,Fully Paid,1
Accountant's Loan,Fully Paid,1
Accounting Debt Loans,Fully Paid,1
Ace Funds,Charged Off,1
Acquire existing franchises to add to our own,Fully Paid,1
Acquisition of business,Fully Paid,1
Acromegaly Medical Loan,Fully Paid,1
Active Duty sailor for consolidation,Fully Paid,1
Active and speedy,Fully Paid,1
Acura,Charged Off,2
Acura RSX,Fully Paid,1
Ada,Charged Off,2
Adam Loan,Fully Paid,1
Adam's 2006 Camry Loan,Fully Paid,1
Adam's Personal ,Fully Paid,1
Add 2bd/1bth to my craftsman bungalow,Fully Paid,1
Add Cement & Storage,Fully Paid,1
Add a bathroom and finish my basement.,Charged Off,1
Add on room,Fully Paid,1
Add to vehicle funds,Fully Paid,1
Add-ons,Fully Paid,1
Added Together,Fully Paid,1
Adding - a - room! :),Fully Paid,1
Adding 4th Unit on 3 Unit Home,Fully Paid,1
Adding HVAC and Bedrooms to Rental Prop,Fully Paid,1
Adding Inventory,Fully Paid,1
Adding Value to Cash Flowing Rental Property,Fully Paid,1
Adding a room for our Twins.,Fully Paid,1
Adding a room for rent,Fully Paid,1
Addition and Remodule,Charged Off,1
Addition to Home,Fully Paid,1
Addition to house,Charged Off,1
Addition to the house,Fully Paid,1
Additional Capital Needed For Investment,Fully Paid,1
Additional Funding for Expansion,Fully Paid,1
Additional Funding for Home Purchase,Fully Paid,1
Additional capital for business venture,Fully Paid,1
Additional equipment needed to generate more rev.,Charged Off,1
Additional room,Charged Off,1
Additional start capital for a business,Fully Paid,1
Addy's Loan,Fully Paid,1
Adelle Home Improvement project,Fully Paid,1
Adequate Work Vehicle,Fully Paid,1
Adios American Express!,Fully Paid,1
Adios Chase Card,Fully Paid,1
Adios Debt,Fully Paid,1
"Adios, Credit Cards!",Fully Paid,1
AdiÃ³s credit cards!,Fully Paid,1
Adjustment loan,Fully Paid,1
Admir,Fully Paid,1
Adobe Solar Loan,Fully Paid,1
Adopt-a-Schmuck,Fully Paid,1
Adopting our first child from Vietnam,Fully Paid,1
Adoption,Fully Paid,2
Adoption Costs,Fully Paid,1
Adoption Expenses,Fully Paid,1
Adoption Fees,Fully Paid,1
Adoption Journey Begins.....,Fully Paid,1
Adoption Loan,Charged Off,1
Adoption Loan,Fully Paid,4
Adore Diaper Service,Fully Paid,1
Advance Education Loan,Fully Paid,1
Advanced Flight Training,Fully Paid,1
Advancement,Fully Paid,1
Advancing Career with Continuing Education,Fully Paid,1
Advertising for growing business,Fully Paid,1
Advertising professional trying for a clean slate!,Fully Paid,1
Advocate business expansion,Charged Off,1
Aerial Advertising Co-op,Charged Off,1
Affordable Personal Loan,Fully Paid,1
Affordable Wedding of My Dreams,Fully Paid,1
African Safari Wedding,Fully Paid,1
After College Credit Card Payoffs,Fully Paid,1
After Great Experience I am Back Again,Fully Paid,1
After college credit card pay down,Fully Paid,1
Aggressive consolidation for business,Charged Off,1
Ahmed,Fully Paid,1
Aid for Credit Card Debt Loan,Fully Paid,1
Aim to be Debt Free,Fully Paid,1
Air,Charged Off,1
Air Conditioner Loan,Fully Paid,1
Air Conditioner Replacement Loan,Fully Paid,1
Air Conditioning,Fully Paid,1
Air Conditioning Loan,Fully Paid,1
Air Loan,Fully Paid,1
Air and Furnace,Fully Paid,1
AirConditioner,Fully Paid,1
Aircraft Partnership Loan,Fully Paid,1
Aircraft challenger,Charged Off,1
Airplane,Fully Paid,1
Airstream Loan,Fully Paid,1
Ajith's Debt Consoliation Loan,Fully Paid,1
Ak's basement,Fully Paid,1
Al's Loan,Charged Off,1
Alabama Consolidation Loan,Fully Paid,1
Alakkaya,Charged Off,1
Alan's Credit Card Consolidation,Fully Paid,1
Alan's Personal Loan,Fully Paid,1
Alaska,Fully Paid,1
Albert 1,Fully Paid,1
Albert's loan,Charged Off,1
Album Loan,Fully Paid,1
Alesha Loan,Fully Paid,1
Alex,Fully Paid,1
Alex Duarte Loan,Fully Paid,1
Alex Loan,Fully Paid,1
Alex grace,Fully Paid,1
Alex's Loan,Fully Paid,1
Alfa,Fully Paid,1
Alfonso Silva,Fully Paid,1
Alfredo's Loan,Charged Off,1
Ali Pay Off,Fully Paid,1
Alibi Inn,Charged Off,1
Alicia's loan,Charged Off,1
Alina Personal Loan 2,Fully Paid,1
Alison Braen,Fully Paid,1
All Around,Charged Off,1
All Clear,Fully Paid,1
All Consumer Debt Loan,Fully Paid,1
All Debt,Fully Paid,1
All Debt Consolidate,Fully Paid,1
All Debts Consolidate,Fully Paid,1
All Done,Fully Paid,1
All In One Bill,Fully Paid,1
All Into One,Fully Paid,1
All My Debt Into One Monthly Payment,Fully Paid,1
All bills 1 payment 1 rate,Fully Paid,1
All bills into One,Fully Paid,1
All for ONE Bill,Fully Paid,1
All in One,Charged Off,1
All payments in 1 location loan,Charged Off,1
All_debt_in_one_basket,Fully Paid,1
Allen Loan,Charged Off,1
Allen Personal Loan,Fully Paid,1
Allen's Debt Consolidation Loan,Fully Paid,3
Allen's Granny Flat home project,Fully Paid,1
Allen's account,Fully Paid,1
Allison,Fully Paid,2
Allison's Loan,Fully Paid,1
Allison's loan,Charged Off,1
Allison's project,Fully Paid,1
AllisonD,Fully Paid,1
Allyson's Loan,Fully Paid,1
Almost Done Paying Everything Off,Fully Paid,1
Almost There,Fully Paid,1
Almost There debt consolidation,Fully Paid,1
Almost out of Debt.....,Fully Paid,1
Almost there,Charged Off,1
Aloha,Fully Paid,1
Alot of Stupid,Fully Paid,1
Alpha ,Fully Paid,1
Alternative Vehicle,Fully Paid,1
Always On Time,Fully Paid,1
Always on time,Charged Off,1
Always on time with payments,Fully Paid,1
"Always on time, always responsible.",Charged Off,1
Aly Consolidation Loan,Fully Paid,1
Alyssa's Loan,Fully Paid,1
AmEx,Fully Paid,1
AmEx Debt Loan,Fully Paid,1
AmEx Payoff,Fully Paid,1
AmEx tricked me!  I want to escape them!,Fully Paid,1
AmNo,Fully Paid,1
Amanda and Tyler's wedding fund,Fully Paid,1
Amanda's Personal Loan,Fully Paid,1
Amanda's Plan Loan,Fully Paid,1
Amanda's wedding,Fully Paid,1
Amazon Card Refi,Fully Paid,1
Amazon Credit Card,Fully Paid,1
Amazon Gift Card,Fully Paid,1
Amazon Reconsolidate Loan,Fully Paid,1
Amber's Consolidation,Fully Paid,1
Amberly 20110113 Loan,Fully Paid,1
Ambers school,Fully Paid,1
Ambitious start-up ready to grow,Fully Paid,1
America Express,Fully Paid,1
American,Fully Paid,1
American Dream!,Fully Paid,1
American Dreamcard payoff,Fully Paid,1
American Dreamer,Fully Paid,1
American Express,Fully Paid,6
American Express Debt payment,Fully Paid,1
American Express Done,Fully Paid,1
American Express Flexible Spending,Fully Paid,1
American Loan,Fully Paid,1
American Standard Home Loan,Fully Paid,1
American Union,Fully Paid,1
Amethyst,Charged Off,1
Amex,Charged Off,2
Amex,Fully Paid,4
Amex Debt Payoff,Fully Paid,1
Amex Payment Loan,Fully Paid,1
Amex Payoff,Fully Paid,2
Amex Platinum Payoff,Fully Paid,1
Amex Refinance,Fully Paid,1
Amex and Mastercard 2 for 1 payment,Fully Paid,1
Amex pay down,Fully Paid,1
Amex payoff,Fully Paid,2
"Amex, REDC, and Barclay",Fully Paid,1
AmexCaptChasAmaz,Fully Paid,1
Amusement Ride Development & Used Car,Fully Paid,1
Amy,Fully Paid,2
Amy's Home Improvement Project,Fully Paid,1
Amy's Relief,Charged Off,1
Amy's Wedding,Charged Off,1
AmyL,Fully Paid,1
Ande Debt Consolidation,Fully Paid,1
Andrea H,Fully Paid,1
Andrea's Best Load,Fully Paid,1
Andrea's Consolidation Loan,Fully Paid,1
Andres Personal Loan,Fully Paid,1
Andrew,Fully Paid,1
Andrew Loan,Fully Paid,1
Andrew Personal,Fully Paid,1
Andrew's Debt Consol Loan,Fully Paid,1
Andrew's Debt Help,Fully Paid,1
Andrew's Personal Loan,Fully Paid,1
Andrews Pickup,Fully Paid,1
Andy ,Charged Off,1
Andy Credit Card Refinance,Fully Paid,1
Andy's,Fully Paid,1
Andy's Bailout,Charged Off,1
Andy's Loan,Fully Paid,1
Ange,Fully Paid,1
Angel,Fully Paid,2
Angela Debt Consolidation,Charged Off,1
Angela Kay Myrick,Fully Paid,1
Angela's Debt Consolidation,Charged Off,1
Angela's Personal Loan,Fully Paid,1
Angela- Home imp loan,Fully Paid,1
Angelica's debt consolidation,Fully Paid,1
Angels,Fully Paid,1
Angie,Fully Paid,2
Angie's Loan,Fully Paid,1
Ann's personal loan,Fully Paid,1
Anna's Loan,Fully Paid,1
Anna's Oral Surgery,Fully Paid,1
Anne's Loan,Fully Paid,1
Annie's Debt Consolidation for Humanity,Fully Paid,1
Anniv. Gift,Fully Paid,1
Anniversary,Fully Paid,1
Anniversary Loan,Fully Paid,1
Anniversary Party,Fully Paid,1
Anniversary Vacation,Fully Paid,1
Annoying Credit Card,Fully Paid,1
Another Credit Card down,Fully Paid,1
Another Debt Consolidation Loan ,Charged Off,1
Another Step to Freedom!,Fully Paid,1
Another step toward freedom,Fully Paid,1
Another take on Credit Card Reform ,Fully Paid,1
Answered,Charged Off,1
Antonio's Tacos,Fully Paid,1
Anuj_Wedding_Loan,Fully Paid,1
Any rate is better than 28%,Fully Paid,1
Apartment,Charged Off,1
Apartment,Fully Paid,2
Apartment ,Fully Paid,1
Apartment Bills,Charged Off,1
Apartment Fees,Fully Paid,1
Apartment Funding,Fully Paid,1
Apartment Initiative,Charged Off,1
Apartment Loan,Fully Paid,1
Apartment move,Fully Paid,1
Appendectomy,Fully Paid,1
Apple Tree,Fully Paid,1
Appliance,Fully Paid,1
Appliances,Fully Paid,2
Appliances/remodel,Fully Paid,1
Application fees for MBA program,Fully Paid,1
Appraisal Business,Fully Paid,1
Appreciating the gift that was my education,Fully Paid,1
Appreciative Borrower,Charged Off,1
Apr-11,Fully Paid,1
Apr-12,Fully Paid,1
April 2011 Lending Club,Charged Off,1
April 2011 Personal Loan,Fully Paid,1
April Wedding Loan,Fully Paid,1
Aprilia,Fully Paid,1
Arbitrage,Fully Paid,1
Arborist Needing Truck - thanks.,Fully Paid,1
Arcadia home loan,Fully Paid,1
Arceo Family,Fully Paid,1
Archie's loan,Fully Paid,1
Arctic spa loan,Fully Paid,1
Argon 18,Fully Paid,1
Arm n Hammer,Fully Paid,1
Army Soldier looking for loan,Fully Paid,1
Around the world,Fully Paid,1
Art Institute of Washington,Fully Paid,1
"Art School in Florence, Italy!",Fully Paid,1
Arts Personal Loan,Fully Paid,1
Ash CC loan,Fully Paid,1
Ashlei12,Fully Paid,1
Ashley's Consolidation,Fully Paid,1
Ashley's Dream,Fully Paid,1
Ashley's Loan,Fully Paid,1
Askerlik,Fully Paid,1
Asking for a restart,Fully Paid,1
Asphalt Driveway.....finally!!,Fully Paid,1
Aspiring CPA,Fully Paid,1
Assist a Marine,Fully Paid,1
Assist in buying used car,Fully Paid,1
Assist with purchase of vehicle,Fully Paid,1
Assistance,Fully Paid,1
Assistance Refinancing Credit Card,Fully Paid,1
Assisted Living Business Loan,Fully Paid,1
Assisting Family with Debt and Bills,Fully Paid,1
Astoria,Fully Paid,1
At&T payoff,Fully Paid,1
Athomas74,Charged Off,1
Attacked by credit card pirates!,Fully Paid,1
Attain IVF proceedure,Charged Off,1
"Attending school, Mobile Dynamics, AZ",Fully Paid,1
Attic Renovation Project,Fully Paid,1
Attorney,Charged Off,1
Attorney Fees,Charged Off,1
Attorney Fees,Fully Paid,3
Attorney Fees for Child Custody,Charged Off,1
Attorney Loan,Fully Paid,1
Attorney Needs Loan to Consolidate Debt,Fully Paid,1
Attorney fees,Charged Off,1
Attorney retainer,Fully Paid,1
Atty Fees,Fully Paid,1
Auction ,Fully Paid,1
Audi A4,Fully Paid,1
Audi Loan,Fully Paid,1
Audra's Dreamhouse,Fully Paid,1
Audrey,Fully Paid,1
Audrist,Fully Paid,1
Aug-10,Fully Paid,1
Aug10 CRL,Fully Paid,1
August,Fully Paid,2
August - September Bills,Fully Paid,1
August loan,Charged Off,1
August loan,Fully Paid,1
August2010Buidling,Fully Paid,1
Auri's School,Fully Paid,1
Austin,Fully Paid,1
Australia,Fully Paid,1
Autism iPhone and iPad application,Fully Paid,1
Auto,Charged Off,3
Auto,Fully Paid,17
Auto Bill,Fully Paid,1
Auto Body Painter,Fully Paid,1
Auto Body Shop Estimate,Fully Paid,1
Auto Down payment,Fully Paid,1
Auto Expense,Fully Paid,1
Auto Finance,Fully Paid,1
Auto Financing ,Charged Off,1
Auto Loan,Charged Off,7
Auto Loan,Fully Paid,31
Auto Loan ,Fully Paid,1
Auto Loan & Wells Fargo Credit Card,Fully Paid,1
Auto Loan - Gifting Current Car to Wife,Fully Paid,1
Auto Loan 2004 Sentra,Fully Paid,1
Auto Loan Difference,Fully Paid,1
Auto Loan Refinancing,Fully Paid,1
Auto Loan for Used Car 1,Fully Paid,1
Auto Loan/Credit Card Cleanup,Fully Paid,1
Auto Moto Loan,Fully Paid,1
Auto Payoff,Fully Paid,1
Auto Purchase Loan,Fully Paid,1
Auto Refi,Fully Paid,1
Auto Refinance,Fully Paid,3
Auto Refinancing,Fully Paid,2
Auto Repair,Fully Paid,6
Auto Repair Loan,Charged Off,3
Auto Repair Loan,Fully Paid,3
Auto Repairs,Fully Paid,4
Auto Sep11,Charged Off,1
Auto Trans,Fully Paid,1
Auto invest,Fully Paid,1
Auto loan,Fully Paid,6
Auto loan Warranty,Fully Paid,1
Auto purchase,Charged Off,1
Auto purchase,Fully Paid,1
Auto refy,Fully Paid,1
Auto repair,Fully Paid,1
Auto repairs,Fully Paid,2
Auto savings boost,Fully Paid,1
Auto wholesaler loan,Fully Paid,1
Auto+ Loan,Fully Paid,1
Auto/Medical Combo Loan,Fully Paid,1
Automobile Loan,Fully Paid,1
Automobile Purchase,Fully Paid,1
Automobile Repair Loan,Fully Paid,1
Automobile Upgrades and Repairs,Charged Off,1
Automobile and Home fixing,Charged Off,1
Automotive Loan,Fully Paid,1
Avatar,Fully Paid,1
Avenues for self-employment,Fully Paid,2
Avery's life back from credit cards,Fully Paid,1
Avidity Bowls,Fully Paid,1
Avoid 2nd loan on mortgage,Fully Paid,1
"Avoid CCs,Various Seasonal and Other Exp",Fully Paid,1
Avoid hitting my IRA 4 house downpayment,Fully Paid,1
Away we Go,Charged Off,1
Away with credit card debt!,Fully Paid,1
Awesome credit,Fully Paid,1
Axing the APR,Fully Paid,1
Ayoung48,Charged Off,1
B Loan,Fully Paid,1
B o A and Citi refi,Fully Paid,1
B of A,Fully Paid,1
B of A Payoff,Fully Paid,1
B of A credit card refinance loan,Fully Paid,1
B's Loan,Fully Paid,1
BA / Chase REFI,Fully Paid,1
BA Chase USAA,Fully Paid,1
BA Refinance,Fully Paid,1
BA Visa Refinance,Fully Paid,1
"BAC stock purchase loan, target $25",Fully Paid,1
BACK IN BLACK,Fully Paid,1
BACK ON MY FEET,Charged Off,1
BACK UP PLAN,Charged Off,1
BAM BAM,Fully Paid,1
BAS Consolidation,Fully Paid,1
BASEMENT,Fully Paid,1
BB Debt Consolidation,Fully Paid,1
BB consol,Fully Paid,1
BB&T Credit Card,Fully Paid,1
BBQ Trailer,Fully Paid,1
BBQ business trailer,Fully Paid,1
BCBS Deductible,Fully Paid,1
BCL,Fully Paid,1
BECU Visa,Fully Paid,1
BENEFICIAL LOAN PAYOFF,Fully Paid,1
BEYOND4ME,Fully Paid,1
BF Consolidation Loan,Fully Paid,1
BIG MONEY MERGER,Charged Off,1
BIKE LOAN,Fully Paid,2
BILL PAYER,Fully Paid,1
BILL PAYING,Fully Paid,1
BILLS,Charged Off,4
BILLS,Fully Paid,3
BILLS BILLS BILLS,Fully Paid,1
BILLS DONE,Fully Paid,1
BILLs,Charged Off,1
BIZ,Charged Off,1
BIke,Fully Paid,1
BJC's Debt Consolidation,Fully Paid,1
BK Credit Card Refi,Fully Paid,1
BK Enterprises,Fully Paid,1
BLANCA,Fully Paid,1
BMW,Fully Paid,3
BMW ,Fully Paid,1
BMW 1150,Fully Paid,1
BMW 1150GS,Fully Paid,1
BMW 528i,Fully Paid,1
BMW F650GS Motorcycle,Fully Paid,1
BMW K1200S,Fully Paid,1
BMW M3,Charged Off,1
BMW Motorcycle,Fully Paid,1
BMW R1100 RS,Fully Paid,1
BMW X5 SAV ,Fully Paid,1
BMW1200rs,Fully Paid,1
BOA,Fully Paid,1
BOA Cr Card,Fully Paid,1
BOA Gold Option Loan Payoff,Fully Paid,1
BOA Payoff,Fully Paid,1
BOA Refinance,Fully Paid,1
BOA Rewards Card,Fully Paid,1
BOA and Capital One Consolidation,Fully Paid,1
BOA credit card 7307,Fully Paid,1
BOA loan,Fully Paid,1
BOA payoff,Charged Off,1
BOAT,Charged Off,1
BOAT,Fully Paid,2
BOAT LOAN,Fully Paid,1
BOAT PURCHASE,Fully Paid,1
BOA_Chase,Fully Paid,1
BOA_DebtPayment,Fully Paid,1
BOB'S BUSINESS LOAN,Charged Off,1
BOBS LOAN,Fully Paid,1
BOFA CLOSED VISA,Fully Paid,1
BOFA+CITI,Fully Paid,1
BPK Loan,Charged Off,1
BR Studio,Fully Paid,1
BRAND SPANKIN NEW used CAR!,Fully Paid,1
BRASS RING,Fully Paid,1
BREATH,Fully Paid,1
BRIAN'S LOAN,Fully Paid,2
BRUNO,Fully Paid,1
BSE Revamp,Charged Off,1
BUS LOAN ,Fully Paid,1
BUSINESS,Fully Paid,2
BUSINESS BANKING MANAGER,Fully Paid,1
BUSINESS DEBT CONSOLIDATION & EXPANSION,Fully Paid,1
BUSINESS LOAN,Charged Off,1
BUSINESS LOAN,Fully Paid,1
BUSINESS PERSONAL CONTRIBUTION,Fully Paid,1
BUSINESS STARTUP,Charged Off,1
BUSY Pub & Restaurant,Charged Off,1
BUY A HOUSE ,Fully Paid,1
BW,Fully Paid,1
BYE CHASE ,Fully Paid,1
Baby,Fully Paid,2
Baby Expenses,Fully Paid,1
Baby Formula Dispensing Product,Fully Paid,1
Baby Loan,Fully Paid,2
Baby Makes Three and No Room .......,Fully Paid,1
Baby On The Way,Fully Paid,1
Baby Room,Charged Off,1
Baby Room,Fully Paid,1
Baby is coming,Fully Paid,1
Baby loan,Charged Off,1
Baby on  the Way,Fully Paid,1
Baby on the way!,Fully Paid,1
Baby1,Charged Off,1
Bachelor pad furniture,Fully Paid,1
Back Again But Still On Track,Fully Paid,1
Back Healing Center ,Fully Paid,1
Back In Control,Fully Paid,1
Back In The Past Collectibles Loan,Charged Off,1
Back On My Feet Again,Fully Paid,1
Back On Track,Fully Paid,2
Back On Track!,Fully Paid,1
"Back On Track, Soon to Be Debt Free ",Fully Paid,1
Back Pay ,Fully Paid,1
Back Where We Belong,Fully Paid,1
Back Yard,Fully Paid,4
Back Yard Renovation,Fully Paid,1
Back deck / backyard,Charged Off,1
Back in Buffalo ,Fully Paid,1
Back in the Black,Fully Paid,1
Back on Feet,Fully Paid,1
Back on Right Track / Starting a family,Fully Paid,1
Back on Track,Fully Paid,7
Back on Track 2,Fully Paid,1
Back on Track!,Fully Paid,1
Back on my Feet,Charged Off,1
Back on my feet,Charged Off,1
Back on my feet loan!,Fully Paid,1
Back on our Feet,Fully Paid,1
Back on track,Fully Paid,1
Back on track loan,Fully Paid,1
Back taxes,Fully Paid,1
Back taxes repayment,Fully Paid,1
Back to 0,Fully Paid,1
Back to Debt Free,Fully Paid,1
Back to Life with no credit card debt,Fully Paid,1
Back to health,Fully Paid,1
Back to the Future,Fully Paid,1
Backin2010,Fully Paid,1
Backup,Fully Paid,1
Backup Line of Credit,Charged Off,1
Backyard,Fully Paid,4
Backyard Landscaping Project,Fully Paid,1
Backyard Oasis,Fully Paid,1
Backyard Renovation,Fully Paid,1
Backyard improvements,Fully Paid,1
Backyard landscaping,Fully Paid,1
Bad Mortgage..Need to Pay off Credit Cards,Fully Paid,1
Bahamas trip,Fully Paid,1
Bail & Lawyer,Fully Paid,1
Bail Out Credit Card Debt,Fully Paid,1
Bailey - credit card consolidation,Fully Paid,1
Bailey's Nest,Fully Paid,1
Bailout 2012,Charged Off,1
Bailout continuation,Fully Paid,1
Balance,Fully Paid,1
Balance Loan,Charged Off,1
Balance Transfer,Fully Paid,1
Balance Transfer Help,Fully Paid,1
Balance transfer AT & T,Fully Paid,1
Bali and Hong Kong,Fully Paid,1
Balloon Payoff,Fully Paid,1
Balow Consolidation,Fully Paid,1
Baltimore City,Fully Paid,1
Baltimore Kid Growing Up,Fully Paid,1
Bandmill Purchase,Charged Off,1
Bank Of America Consolidation,Fully Paid,1
Bank Of America/SECU ,Charged Off,1
Bank loan,Charged Off,1
Bank of America ,Fully Paid,1
Bank of America Cards,Fully Paid,1
Bank of America Pay-Off Loan,Charged Off,1
Bank of America Shysters,Fully Paid,1
Bank of America Visa to Fixed Loan,Fully Paid,1
Bank of America consolidation loan,Fully Paid,1
Bank of America loan,Charged Off,1
Bank of America loan refinance,Fully Paid,1
Bank of America- Blah!,Fully Paid,1
Bank of america Credit Card,Fully Paid,1
Bank of america credit card debt,Fully Paid,1
Barbara,Fully Paid,1
Barclay Credit Card Loan,Fully Paid,1
Barclay Loan,Fully Paid,1
Bariatric Surgery,Fully Paid,1
Bariatric surgery,Fully Paid,1
Barn,Fully Paid,1
Barney,Fully Paid,1
Barrys Home Repair,Charged Off,1
Base-Consolidation,Fully Paid,1
Basement,Fully Paid,5
Basement Finishing,Charged Off,1
Basement Finishing,Fully Paid,2
Basement Loan,Fully Paid,2
Basement Remodel,Fully Paid,5
Basement Renovation,Fully Paid,1
Basement Renovation Loan,Fully Paid,1
Basement Repair,Charged Off,1
Basement Waterproofing,Fully Paid,1
Basement Waterproofing Loan,Fully Paid,1
Basement and insulation,Fully Paid,1
Basement remodel,Fully Paid,1
Basement upgrade,Fully Paid,1
Basketball Court,Fully Paid,1
Bass,Fully Paid,1
Bass Clarinet for a Musician,Fully Paid,1
